component_id,component_type,equipment_age_years,ambient_temperature,humidity,temperature,vibration,voltage,current,pressure,rpm,duty_cycle,running_hours,machine_load,maintenance_history,failures
C05052,Horn,4.9,29.7,77,81.5,0.63,215.8,8.6,107,2929,87,3884,80,7,0
C05053,Motor,1.1,40.6,54,52.8,0.47,223.6,9.9,129.9,1719,91,2439,59,4,0
C05054,Motor,9.1,34.4,47,69.1,0.37,228.7,10.9,109,2609,83,1264,59,9,0
C05055,Horn,9,25,67,71.1,0.3,235.9,13.8,132.9,2779,66,2583,71,4,0
C05056,Horn,5.9,36.5,62,78,0.74,232.3,13.7,127.4,2137,68,1157,74,2,0
C05057,Horn,6.5,28.8,43,85.8,0.46,228.7,9.6,75.9,2634,79,4664,78,4,0
C05058,Pump,6.9,23.1,53,63.5,0.64,232.8,10.6,82.3,2438,58,1849,78,4,0
C05059,Horn,3.6,34.9,89,82.2,0.35,228.1,8.7,113.5,2661,67,3803,61,4,0
C05060,Pump,3,37.3,66,73.9,0.52,232.6,7.2,93,2819,55,2737,79,3,0
C05061,Pump,4.8,41.8,78,94.8,0.23,244.3,0.1,115.8,2344,80,3184,58,4,0
C05062,Motor,8.8,22.9,70,68.7,0.97,220.5,12.6,106.8,2776,74,2254,84,10,0
C05063,Motor,2.2,33.1,74,74.4,0.76,224.6,9.6,122.1,3079,77,2852,97,10,0
C05064,Motor,1.1,35.4,41,72.8,0.68,229.7,9.4,91,2360,81,1286,71,6,0
C05065,Horn,5.7,24.4,61,68.8,0.31,244.1,10.2,95.8,2500,46,4227,98,6,0
C05066,Pump,4.2,22.4,61,61.8,0.81,228,12.4,111.5,1995,77,2760,57,3,0
C05067,Motor,9.2,32.8,44,70.8,0.76,238.4,13.3,123.2,1999,67,3919,94,1,0
C05068,Motor,9.4,23.5,77,61.2,0.52,238.8,5.9,98.5,2665,51,2110,62,9,0
C05069,Motor,4.4,34.3,63,64.9,0.44,236.8,9.3,98.7,2947,88,1608,73,9,0
C05070,Horn,3.2,24.2,76,63.6,0.27,226,13.5,97.1,2356,71,1532,68,1,0
C05071,Motor,3.2,25,80,66.6,0.29,238,9.1,74.8,2394,80,651,64,6,0
C05072,Horn,7.4,22.5,84,67.1,0.78,228.5,7,90.6,3442,65,1496,64,2,1
C05073,Horn,4.5,36.2,69,67.9,0.55,248.1,5.8,107.6,2134,76,4320,54,7,0
C05074,Motor,8.3,26.3,53,68.5,0.53,225,11.4,104.8,2106,84,4897,76,5,0
C05075,Pump,0.9,25,37,57.2,0.32,234,9.3,103.3,2502,68,659,74,2,0
C05076,Horn,6.6,41.2,90,70.6,0.53,239,8.5,138.2,3349,66,1975,59,9,1
C05077,Horn,4.8,30.7,64,80.9,0.52,229.2,9.9,115.6,2861,79,160,67,2,0
C05078,Motor,3.5,31.2,43,79.6,0.34,238,8.1,91.1,3789,48,3989,70,7,0
C05079,Pump,8.4,39.1,76,77.1,0.92,228.6,11.8,97.1,3614,99,3208,73,9,1
C05080,Motor,0.6,35.7,57,74.7,0.38,229.4,4,105.9,2122,54,1923,88,7,0
C05081,Motor,9.2,22.2,76,77.5,0.97,227.7,5.1,105.3,2015,64,2392,68,8,1
C05082,Pump,7.6,31.7,59,56.9,0.87,226.8,15.3,109.3,2913,67,851,52,2,0
C05083,Horn,5.2,41.7,44,74.2,0.63,222.3,9,68.8,1831,78,4538,90,8,1
C05084,Horn,7.9,26.4,46,48.7,0.1,228.7,9.8,129.4,3086,84,2322,47,0,0
C05085,Horn,7.1,38.4,52,64.1,0.64,229.5,9.4,106.1,2876,80,2834,66,5,0
C05086,Pump,1.5,29,49,82.3,0.46,245,13.6,94.3,2650,71,1430,54,0,0
C05087,Pump,8.5,23.9,85,60.8,0.71,229.1,5.4,92.1,2655,84,1188,73,9,0
C05088,Motor,2.2,31.8,84,72.6,0.6,234.6,3.3,104.4,2739,86,1478,56,4,0
C05089,Pump,6.4,35.7,72,87.2,0.39,230.8,9.8,95.1,2204,83,763,52,5,0
C05090,Pump,7.4,30.8,70,63.5,0.53,230.3,11.4,100.5,2352,78,3377,64,8,0
C05091,Horn,3.4,24.7,56,71.3,0.58,236.8,7.1,84.2,3024,64,3524,72,7,0
C05092,Pump,3.2,33.5,87,56.7,0.21,229.7,8.2,98.7,2886,78,3702,80,8,0
C05093,Pump,8.2,30.6,78,74.8,0.51,241.3,12,102.7,3119,78,2527,100,9,0
C05094,Pump,3.8,23.6,52,62.3,0.87,230.2,10.7,93.5,2439,46,1579,62,0,0
C05095,Horn,3.7,28,35,75.5,0.51,237.9,9.8,139.9,2423,82,2370,71,7,0
C05096,Horn,2.2,28.2,75,89.6,0.5,227.8,12.5,106.6,2424,73,3292,71,0,0
C05097,Pump,9.3,39.7,46,80.4,0.52,227.3,7.3,117.1,2501,64,2492,61,3,0
C05098,Motor,6.7,23,37,78.3,0.8,241.3,11.5,86.2,2801,72,1913,59,7,0
C05099,Horn,8.3,22.7,86,67.3,0.13,232,8.3,124.2,2237,67,3278,53,9,0
C05100,Pump,8.2,24.4,68,67.5,0.44,231.2,14.9,98.1,3214,75,3189,69,9,1
C05101,Horn,7.8,22.8,84,74.5,0.69,226.6,7.3,97.4,2670,70,2398,72,2,0
C05102,Horn,2.8,30.3,51,80.4,0.71,228.5,12.1,86.6,2076,72,5456,62,10,0
C05103,Horn,9.9,41.2,77,77.1,0.19,229,8.4,131.4,3155,72,4170,83,5,0
C05104,Motor,4.3,38.5,38,63.2,0.71,225.1,10.1,70.8,2535,83,3276,87,8,0
C05105,Horn,6.2,34.2,85,77.1,0.43,219.4,12.1,103.4,2499,98,3907,100,9,1
C05106,Pump,0.8,23.6,85,55.2,0.64,231.4,11.7,101.3,1934,63,3008,63,9,0
C05107,Pump,7.5,36,55,59.6,0.97,232.2,8.7,99,2223,70,2458,52,2,0
C05108,Pump,7.9,35.6,51,85.7,1.05,242.4,9.3,79.7,2135,65,576,63,1,0
C05109,Motor,6.3,22.9,78,80.9,0.94,237.2,9.5,68.9,3374,68,1864,85,5,0
C05110,Motor,6,37,53,69.7,0.89,231.8,8.4,98.7,2155,76,1959,66,8,0
C05111,Motor,1.8,37.2,54,54.6,0.4,233.6,7.2,128,3419,82,3557,80,6,0
C05112,Pump,2,25.2,77,73.5,0.5,228,5.2,104.9,2317,87,2871,82,3,0
C05113,Pump,4.4,27.5,42,63.1,0.44,233.4,9.5,108.2,2367,68,2493,54,4,0
C05114,Motor,1,25.9,80,74.2,0.79,227.9,8.4,80.8,1758,65,272,84,6,0
C05115,Horn,7.3,23.4,89,80.9,0.27,241.1,11,132.9,3072,61,505,64,10,0
C05116,Pump,1,34.9,53,71.5,0.36,234.4,10,115.2,2972,57,346,66,2,0
C05117,Horn,2.3,31.2,57,72.5,0.99,228.2,17.7,85.8,2953,55,3505,66,9,0
C05118,Horn,2.8,26.1,88,69.5,0.64,234,12,138,2897,67,2999,77,2,0
C05119,Horn,2.7,32,50,70.5,0.88,237.7,5.9,91.2,3208,89,3852,74,0,0
C05120,Pump,9.2,22.2,40,60.8,0.64,231.3,5,130.5,3070,52,2832,62,1,0
C05121,Horn,2.6,23.5,62,89.1,0.62,226.5,9.8,103.3,2595,72,2266,58,8,0
C05122,Motor,1.3,31.2,81,58.4,0.54,235.1,12.7,100.9,2049,81,1489,61,0,0
C05123,Pump,1.9,27.8,58,82,0.43,233.9,10.6,96.5,1871,78,1911,86,7,0
C05124,Motor,7,35.7,69,76.3,0.77,231.7,8.8,90.9,2580,73,2718,81,7,0
C05125,Horn,6.3,28.5,74,68.4,0.43,228.6,7.9,103.1,2865,80,3065,65,9,0
C05126,Pump,7.4,38.9,37,56.3,0.2,225.5,7.8,89.2,3300,85,1399,84,6,0
C05127,Horn,6.5,32,52,67.7,0.7,241,9,102.5,2373,91,866,79,0,0
C05128,Horn,6.8,23.7,46,62.8,0.28,225.3,14.2,104.1,2860,74,3697,54,5,0
C05129,Pump,8.6,41.2,82,77.1,0.8,242.5,4.1,70.7,2438,68,3094,55,8,0
C05130,Motor,9.7,33.6,37,60.3,0.32,218.9,9,79.6,2734,71,2036,59,7,0
C05131,Motor,8.5,26.8,60,75.2,0.31,241.3,10.4,109.6,2940,74,406,77,2,0
C05132,Horn,5.4,24.5,47,84.2,0.5,237.3,8,110,2659,71,3707,59,2,0
C05133,Motor,4.2,22.4,35,67.3,0.43,233.9,5.2,82.6,1909,88,3015,46,3,0
C05134,Pump,7.8,33.5,72,77.8,1.14,235.6,8,77.9,2604,84,1281,73,8,0
C05135,Pump,0.9,38.7,78,70.5,0.73,231.7,9.4,135,2249,75,4305,81,6,0
C05136,Horn,5.1,37,59,77.7,0.53,225.9,14.6,85.9,2801,84,1982,49,3,0
C05137,Horn,0.8,22.2,49,82.5,0.72,240.4,15,107.7,2685,99,3619,55,3,0
C05138,Horn,8,25.5,41,61.2,0.65,239.6,3.3,106.7,2684,73,781,87,6,0
C05139,Horn,2.2,23.7,54,76.4,0.62,246,8,111,2529,76,2981,52,2,0
C05140,Horn,9.8,33.4,51,82.2,0.63,230.9,10.7,83.6,2148,64,3311,72,6,0
C05141,Horn,2.8,40.1,43,53.7,0.89,235.7,14.7,123.8,2732,84,3110,68,1,0
C05142,Motor,9.4,30.8,78,64.8,0.36,219.2,8.8,101,2875,99,1064,78,2,0
C05143,Pump,9.7,31.2,70,65.5,0.42,229.5,8,86.7,3088,62,3105,67,7,0
C05144,Horn,8,37.6,61,91.2,0.77,219.9,8.2,107.7,2411,88,2683,40,3,0
C05145,Motor,8.9,37.3,38,68.9,0.16,226.9,8.9,109,2956,72,3203,77,1,0
C05146,Motor,9.7,36.2,82,73.5,0.68,221.1,10,111.2,1489,92,4366,90,9,1
C05147,Motor,9.9,39.9,76,94.8,0.68,235.7,8.4,124.2,2417,61,3836,89,1,0
C05148,Motor,7.3,29.3,82,71.1,0.7,240.3,6.2,88.9,2419,68,4949,77,10,0
C05149,Pump,6.9,28.3,89,84.2,0.12,225.8,12.1,55.2,2971,79,2260,82,3,0
C05150,Pump,8.3,41.1,39,72.2,0.58,234,7.2,101.4,2014,66,1994,67,5,0
C05151,Motor,4.4,25,43,75.2,0.63,239.6,8.2,119.6,2737,68,1656,80,6,0
C05152,Motor,3.9,27,54,75.7,0.46,229.9,13.7,162,3001,82,3422,80,1,0
C05153,Motor,7,31,90,67.2,0.67,235.1,10.8,135,3040,84,3691,83,1,0
C05154,Motor,7.3,22.1,77,64.4,0.36,225.6,8.5,93.3,2155,64,1525,68,3,0
C05155,Motor,7.2,27,82,72.3,0.65,232,10.6,113.5,2072,72,4048,90,5,0
C05156,Horn,7.3,37.3,47,73,0.63,232.8,7.7,81.6,2082,83,2646,56,10,0
C05157,Horn,9.7,28.1,65,62.9,0.38,232.8,6.7,120.7,1165,79,1626,88,3,0
C05158,Motor,2.2,28.2,85,65.6,0.9,249.3,8.9,117.9,2279,66,2185,50,1,0
C05159,Horn,7.4,24.8,59,67.1,0.52,239.5,7.2,83,1969,89,2204,89,5,0
C05160,Horn,1.9,28.5,67,73.5,0.47,229.8,10.4,120.2,2486,78,2431,68,7,0
C05161,Motor,5,39.3,37,79.5,0.53,248.4,6.4,89.3,2115,68,1462,59,8,0
C05162,Motor,7.9,31.1,77,82.5,0.4,231.7,8.9,119.3,2467,58,522,63,7,0
C05163,Motor,7.3,22.2,43,62.3,0.48,233.2,11.4,69.7,2696,75,50,100,1,0
C05164,Motor,6.9,41.2,37,75.2,0.54,236.7,17.3,102,2867,80,2637,88,4,0
C05165,Horn,4.5,26.1,50,52.7,0.15,211.4,7.2,148.5,2246,68,3876,81,9,0
C05166,Horn,5.7,23.9,48,73.2,0.34,242.4,4.2,81,2835,92,2393,82,3,0
C05167,Pump,4.3,31.5,72,74.1,0.56,233.2,6.4,144.9,2482,35,4361,58,8,1
C05168,Motor,1,22.3,74,79.5,0.88,243.6,10.9,104.5,2317,74,1046,40,7,0
C05169,Pump,8.9,29.7,40,73,0.43,231.3,11.4,115.4,2847,76,1729,83,1,0
C05170,Horn,9.5,30.7,72,81.7,0.62,233.5,10.3,131.1,3187,69,2423,62,10,0
C05171,Horn,5.7,36.9,56,70.3,0.84,237.5,17.8,105.8,3621,69,2942,83,10,1
C05172,Pump,9.9,29,55,79,0.6,232.7,12.5,106.4,2133,100,982,80,2,0
C05173,Pump,4,31.3,80,69.6,0.56,222,6.3,92.6,1947,71,2821,69,1,0
C05174,Horn,4.5,36.6,81,75.1,0.3,235.5,6.7,114.5,2297,68,2675,54,4,0
C05175,Horn,6.6,24.8,65,80.9,0.56,235.5,12.9,95.1,2174,73,4134,54,9,0
C05176,Horn,6.5,30.8,79,65.9,0.87,223.4,6,110.5,2249,85,3216,65,7,0
C05177,Horn,5.3,27.3,70,73.7,0.64,236.2,11.7,105.7,1873,57,1319,57,8,0
C05178,Horn,8.6,32.2,68,78.2,0.58,231.6,11.5,119.2,1883,90,3976,72,9,1
C05179,Motor,7.7,24.9,87,64.1,0.23,239.4,11.8,126,2923,65,2667,70,7,0
C05180,Horn,2.6,28.1,60,78.5,0.97,236.2,4.4,128.2,3005,66,2163,92,2,1
C05181,Horn,6.6,37.9,65,53.9,0.69,226.5,11.1,94,2389,85,3631,70,7,0
C05182,Horn,6.4,32.1,89,67.2,0.5,245.4,8.5,120.3,2139,57,2542,62,3,0
C05183,Motor,6.8,37,86,78.5,0.65,235.7,3.3,69.1,1685,93,1483,83,8,0
C05184,Horn,6,33.5,52,57.8,0.58,246.5,6.1,97.6,2876,82,1526,87,7,0
C05185,Motor,9.8,26,89,61.1,0.85,211.7,6.1,104.2,1961,61,50,71,1,1
C05186,Horn,5,30.4,78,69.3,0.81,228.9,5.5,150,1785,76,2806,90,2,0
C05187,Horn,2.6,33.5,38,67.2,0.47,220.3,11.7,110.5,2639,77,1564,77,4,0
C05188,Pump,7.9,34.7,87,79.7,0.59,241.4,11.3,103,2257,87,4869,99,6,0
C05189,Horn,6.5,32.4,63,95.5,0.49,233.5,12.5,96.6,2169,66,1606,82,3,0
C05190,Motor,7.2,35.2,77,73.6,0.21,248.5,13.1,69.9,1514,81,50,71,10,0
C05191,Horn,5.1,36.2,82,83.7,0.76,229.3,15,89.7,3001,81,2284,100,0,0
C05192,Pump,9,35.8,59,79.4,1.03,230.5,12.5,139.6,2522,84,3538,51,9,1
C05193,Horn,0.5,31,51,57.3,0.24,222.1,7.4,126.4,2879,63,4077,86,10,0
C05194,Pump,5.5,22.1,80,72.2,0.1,226.9,10,88.2,1972,96,2572,61,3,0
C05195,Horn,1.3,22.3,57,50.4,0.1,233.6,14.5,94.6,3075,75,673,56,8,0
C05196,Motor,8.7,27.7,67,65.4,0.77,226.8,10.9,97.1,2183,70,3526,57,0,0
C05197,Horn,9.8,38.3,37,87.2,0.6,238.7,4.1,81.3,2043,80,3154,68,1,0
C05198,Motor,6.5,36.3,80,49.4,0.45,223.5,15.1,135.9,1912,74,2938,82,3,0
C05199,Motor,1.8,32.4,35,68.9,0.62,234.9,6.8,88.8,1364,75,2244,65,5,0
C05200,Pump,9.1,37.5,75,66.1,0.53,231.5,7.7,110.7,2475,68,2282,65,9,0
C05201,Motor,4.1,23.5,50,66.1,0.51,225.5,9.4,89.1,1694,62,2401,95,2,0
C05202,Pump,1.2,25.1,47,71.7,0.58,232,2.3,98.9,2899,75,4495,66,3,0
C05203,Horn,4.9,38.4,70,68.2,0.73,235.9,6.1,113.7,1949,91,5415,48,0,0
C05204,Horn,5.8,40.3,72,70.4,0.67,229.2,14.8,94.4,2811,71,1853,75,6,0
C05205,Motor,1.5,28.9,61,60.6,0.67,239.2,13.5,74.9,2984,70,2805,52,9,0
C05206,Motor,6.5,30.9,41,62.5,0.17,237.4,11.3,97.5,2390,60,815,66,9,0
C05207,Motor,5.9,28.2,68,57,0.74,235.3,11.3,84,2627,83,3207,71,0,0
C05208,Motor,0.8,25.3,48,72.6,0.46,245.1,5.2,110.7,1696,83,3739,79,0,0
C05209,Motor,5.4,28.3,89,90,0.78,228.1,3.6,115.9,2469,81,1714,75,2,0
C05210,Horn,8.6,33.2,54,78.4,0.58,232.8,12.6,114.4,2134,66,4442,98,5,1
C05211,Pump,4.6,37.5,65,95.4,0.69,222.8,10.2,79.9,2779,91,3746,55,8,1
C05212,Motor,3.8,32.5,71,79,0.43,231.3,12.8,97.2,2746,100,3106,75,4,0
C05213,Pump,4.6,31.2,74,73.6,0.28,226.1,11.8,111.5,2898,62,3856,82,2,0
C05214,Motor,3.8,38.9,81,76.8,0.49,237.5,8.9,118.9,2623,84,582,77,2,0
C05215,Pump,1.6,29.8,38,67.1,0.99,224.7,8.6,128.3,2710,72,2394,65,4,0
C05216,Pump,9,23.2,68,78.4,0.29,231.9,10.3,110.8,2781,84,2177,82,1,0
C05217,Motor,2.5,36.4,75,87.7,0.39,231.3,11,134.8,3469,87,2230,57,8,1
C05218,Horn,7.7,23.7,56,73.7,0.86,233.7,11.9,98.1,2989,62,3090,82,0,0
C05219,Motor,5.6,34.9,45,65.1,0.79,228.1,15.4,124.5,2490,74,2110,81,4,0
C05220,Motor,9.3,39.7,60,59.1,0.43,225.4,12,86.2,2449,81,248,53,4,0
C05221,Motor,3.9,23.6,64,75.6,0.6,232.5,9.8,132,1876,81,1936,76,3,0
C05222,Pump,6.2,40.5,45,75.1,0.64,228.2,6.4,87.3,2736,87,3872,71,7,0
C05223,Pump,8.7,25.4,71,74.4,0.78,223.1,12.7,97.6,2215,71,2200,68,4,0
C05224,Pump,2.9,36.7,90,63,0.39,227.6,13.9,89.1,2214,73,1805,73,0,0
C05225,Motor,3.4,27.1,75,63.8,0.1,232.4,10.4,102.3,2515,80,1537,85,8,0
C05226,Horn,9,33.5,57,61.8,0.37,227.8,15.4,86.6,2779,90,3299,95,5,1
C05227,Motor,5.5,29.8,54,72.1,0.5,236.6,13.7,78.8,2866,77,1028,69,2,0
C05228,Pump,9.6,39.9,78,70.6,0.36,221,4.4,106.3,2134,76,4524,68,2,0
C05229,Horn,8.2,39.6,38,75.8,0.47,231.6,15.7,130.2,2315,72,3694,50,2,0
C05230,Pump,1,27.2,69,79.2,0.46,223.1,8.8,95.6,2790,66,2976,54,4,0
C05231,Motor,10,36.7,86,71.9,0.25,228,10.2,135.8,3331,100,2356,61,3,1
C05232,Motor,7.5,32.3,63,79.4,0.43,224.6,13.9,93.4,2730,69,1975,71,2,0
C05233,Pump,8.9,39.9,68,72.1,0.67,217.9,11.5,101.3,2692,74,2581,75,4,0
C05234,Motor,8.2,25,77,64.4,0.53,228.4,9,119.2,2956,79,1929,67,0,0
C05235,Motor,4.9,37.5,69,71.4,0.68,239.7,12.5,132.3,2743,74,1778,63,2,0
C05236,Pump,1.8,33.4,69,89.3,0.65,229.5,8.9,128.8,3109,70,1695,73,5,1
C05237,Pump,3.3,28.7,55,89.3,0.65,231.9,14.1,108,2468,84,3820,70,4,0
C05238,Motor,5.9,25.1,62,60.9,0.5,228.5,14.5,102.9,2763,56,752,76,0,0
C05239,Motor,9,29,80,57.5,0.75,237.1,3.8,121.5,3309,70,2879,80,6,0
C05240,Motor,1.4,39.3,51,70.3,0.92,226.3,9.5,121.1,1712,94,1880,63,2,1
C05241,Horn,4.1,40,65,89.2,0.51,231.2,9.9,106.1,2655,83,50,83,0,0
C05242,Horn,4.1,22.3,64,65.1,0.53,227,7.9,113.8,2782,85,1389,96,8,0
C05243,Motor,7,39.1,68,77,0.39,234.2,6.7,104,2412,62,3886,72,8,0
C05244,Horn,4.3,34.1,45,48.8,0.69,233.7,10.6,53,2410,73,5644,72,0,0
C05245,Horn,9.6,33.7,67,67.3,0.86,227.8,11.4,100.7,2861,49,4353,35,5,1
C05246,Motor,9.7,29.2,81,68.1,0.79,234.2,9.7,128.4,3011,68,3092,85,3,1
C05247,Motor,2.7,27,80,67.3,0.36,233.3,15.7,106.8,2790,73,4755,78,3,0
C05248,Pump,1.5,41.9,64,66.3,0.27,224,5.9,120.8,2480,79,2554,84,8,0
C05249,Pump,2.5,26.3,90,68.4,0.46,240.4,8.7,113.8,1943,79,3936,72,0,0
C05250,Motor,2.8,25.8,89,66.6,0.72,234.4,9.7,108.4,2767,98,3182,63,7,0
C05251,Pump,3.4,39.2,49,70.5,0.59,233.4,14.6,138.7,3134,94,4360,99,1,1
C05252,Pump,8,25.1,54,81.3,0.3,234.1,14,85.8,2360,73,3770,65,10,0
C05253,Motor,7.1,40.6,56,46.3,0.85,230.1,10.4,95.2,3002,69,1765,64,6,0
C05254,Motor,3,39.3,54,89.4,0.88,236.4,10.7,84,1033,75,2979,74,5,0
C05255,Pump,4.9,38,60,71.1,0.41,237.5,7.3,104.2,2474,62,50,54,0,0
C05256,Motor,1.6,41.8,41,51.4,0.84,227.4,7.8,100.5,2776,57,1429,62,2,0
C05257,Pump,4,41.4,77,87.2,0.35,230.8,9.8,126.8,1933,64,200,81,3,0
C05258,Pump,5.7,26,69,79.5,0.55,229.8,15,106.3,2627,70,1584,67,7,0
C05259,Pump,7,29.1,72,63.9,0.54,244.2,9.4,128.1,1900,73,3752,53,7,0
C05260,Motor,6.4,40.3,89,97.3,0.43,226.6,11.8,105.7,3159,61,2346,100,6,1
C05261,Horn,2,32.1,71,92.9,0.64,229.3,2.3,151.5,2054,89,3786,70,4,0
C05262,Motor,7.6,31.5,59,66.2,0.69,225.8,11.7,93.5,2269,75,2623,58,3,0
C05263,Motor,5.4,23.1,46,68.5,0.55,232.1,6.2,124.6,2453,74,2118,80,1,0
C05264,Motor,7,26.7,37,64.1,0.73,232.9,8.6,102.1,2483,74,3700,94,0,0
C05265,Horn,3,28,55,86.5,0.62,224.8,13.8,71.9,2142,66,1130,60,6,0
C05266,Pump,9.6,34.7,72,80.9,0.27,232.7,10.9,118.6,2303,59,1826,88,6,0
C05267,Horn,5.3,38.6,64,86,0.46,230.7,10.4,116.9,1270,81,2469,64,7,0
C05268,Motor,8,27,46,60.3,0.41,219.4,5,130.1,2682,63,1315,71,5,0
C05269,Pump,7.7,37.9,85,59.2,0.45,229.8,14.9,102.3,2057,74,2261,68,2,0
C05270,Motor,5.3,41.7,43,78.1,0.66,224.9,7.8,90.9,2415,75,3248,83,10,0
C05271,Pump,5.2,37.2,78,74.2,0.65,237.3,7,108.6,1923,70,2802,68,5,0
C05272,Motor,8.3,41,76,78.1,0.36,230,14.8,92.5,2597,39,3249,65,9,1
C05273,Motor,1.3,39.9,56,62.1,1,223.2,9.8,122.3,2911,47,2512,52,1,0
C05274,Motor,5.3,38.9,52,70.9,0.76,231.5,8.9,108.5,3350,71,1202,53,4,0
C05275,Horn,7.8,29.5,71,66.6,0.45,222,13.9,105.9,3303,87,2017,78,2,0
C05276,Motor,0.8,40,37,81.6,0.49,242.8,10.7,89.3,3491,60,2550,65,7,0
C05277,Horn,8.3,26.3,75,87.1,0.79,222.3,12.7,92.3,2522,77,5701,94,2,1
C05278,Horn,7.5,27.1,66,67.7,0.77,230.8,8.4,120.3,2587,71,2965,91,7,0
C05279,Motor,4.3,38.6,61,89.3,0.11,224.8,9.7,103.6,3531,78,3225,59,8,1
C05280,Motor,1.4,24.5,44,83.5,0.59,228.4,10.4,106,3168,65,3550,66,5,0
C05281,Motor,2.8,29.5,63,73.6,0.78,234.4,11.3,110.8,2073,75,2597,41,6,0
C05282,Motor,9.9,41.4,74,82.4,0.47,231.6,13,92.4,1440,87,2958,58,0,0
C05283,Pump,0.6,24,68,71.9,0.78,221.7,2.8,105.6,2300,70,4169,78,2,0
C05284,Horn,7.1,35.8,82,64.3,0.65,233.4,11.3,129,2425,94,1919,80,9,0
C05285,Motor,2.4,38.9,62,85.7,0.8,238.9,10.6,93.7,1788,72,4512,44,5,0
C05286,Pump,2.1,30.5,55,74.7,0.64,220.6,8.5,106,2353,81,3763,66,1,0
C05287,Motor,4.1,29.7,80,76.4,0.49,214.9,5.5,90.3,1594,69,2039,55,5,0
C05288,Horn,1.9,37.4,52,73.3,0.63,222.4,14.6,111.7,3277,75,2684,87,0,0
C05289,Pump,6.8,38.4,70,71.3,0.49,222.1,6.1,100.2,2616,87,2129,90,0,0
C05290,Pump,1.4,33.1,36,66.3,0.41,231.4,6.1,126.9,2095,69,3345,68,9,1
C05291,Pump,0.5,22.7,53,62.1,0.4,221.2,10.4,123.9,1449,90,2694,100,7,0
C05292,Motor,7.7,41.3,82,62.4,0.51,236.1,7.3,98.5,3160,75,3051,87,8,0
C05293,Horn,6.4,24,79,82.5,0.48,233.9,14.5,102.7,2715,62,2423,61,0,0
C05294,Horn,8.6,24.8,74,55.1,0.42,230.5,8.6,105.1,2856,72,2319,69,8,0
C05295,Motor,9.9,30.1,70,67.6,0.56,231.7,7.3,88.5,2579,87,5236,49,9,1
C05296,Motor,6,33.4,78,78.6,0.76,232.3,12.6,119.3,3650,82,4746,79,7,0
C05297,Horn,7.4,26.1,45,75.8,0.88,238,9.8,118.8,2270,79,3936,86,4,0
C05298,Pump,5.5,25.4,85,66.7,0.54,222,11.9,134,3168,74,1854,73,0,1
C05299,Horn,9.5,31.5,84,73,0.65,226.1,8.5,120.5,3169,53,4160,59,9,1
C05300,Motor,2.9,38,74,76.7,0.23,234.9,10.4,112,1993,73,4020,74,10,0
C05301,Pump,1,35,89,73.9,0.53,234.7,11.6,82.9,1850,81,2609,75,4,0
C05302,Pump,6.2,39,45,69.7,0.18,234.9,9.8,118.3,2748,72,3219,66,0,0
C05303,Pump,3.7,25.7,54,82,0.72,239.4,9.1,107.8,1342,87,3947,50,7,0
C05304,Pump,2.8,26.6,83,67.5,0.44,241.6,13.7,128.6,3062,69,3164,89,7,0
C05305,Motor,4,38.8,81,56.3,0.33,238.5,12.2,110.9,3000,64,887,63,5,0
C05306,Motor,7.8,25,58,63.8,0.51,244,6.8,106.6,2312,74,1298,84,3,0
C05307,Motor,9.4,30.9,78,70.9,0.73,234.8,11.4,81.7,2158,52,2580,56,6,0
C05308,Motor,8,41.7,76,46.1,0.45,221.2,6.2,120.7,2814,68,2509,63,0,0
C05309,Pump,7.8,24.7,74,44.9,0.72,238.8,5.1,84.2,1780,41,2780,62,9,0
C05310,Pump,9.1,27,53,66.6,0.37,237.9,11.7,91.6,2375,69,3062,75,9,0
C05311,Motor,4.9,38.9,51,84.4,1.14,233,7.8,100.8,1162,72,2790,87,3,1
C05312,Motor,0.7,38.5,51,74.5,0.46,222.8,10.3,101.4,2060,78,1623,92,8,0
C05313,Motor,1.7,35.5,80,66,0.37,219.9,5.1,108.4,2900,73,3435,54,8,0
C05314,Horn,1.8,35,64,77.7,0.41,233.4,7.3,120.1,2237,66,1261,79,0,0
C05315,Pump,4.5,26.2,52,82.2,0.69,238,8.9,92.4,1218,83,1978,57,9,0
C05316,Horn,1.1,25.7,83,66.3,0.62,234.3,11.9,96.1,1100,66,2667,79,0,0
C05317,Motor,0.8,27.2,58,84.7,0.32,240.5,12.9,73.3,2071,76,1068,64,1,0
C05318,Horn,5.1,22.8,68,67.9,0.54,239.9,10.1,134,2559,54,4017,100,9,0
C05319,Pump,1.1,30.6,82,76.6,0.46,233.9,10.2,121.5,4133,67,2151,94,4,0
C05320,Pump,6.3,34.6,81,83.2,0.22,232.7,10,92.3,2358,82,1921,92,5,0
C05321,Pump,0.6,28.1,72,75.3,0.65,225.3,9.3,110.4,2534,65,3541,79,8,0
C05322,Pump,1.5,35.6,65,69.2,0.85,233.9,9.6,78.2,1806,59,50,74,10,0
C05323,Pump,2,25,72,66.4,0.19,234.8,8.5,117.1,2857,69,2343,87,4,0
C05324,Motor,6.1,36.9,41,73.5,0.5,239.7,5.7,117.2,3311,58,921,99,4,0
C05325,Motor,2.2,32.4,72,66.2,0.61,235.1,5,72.1,2563,73,2703,79,0,0
C05326,Pump,6.6,40.2,52,75.6,0.59,227.3,6.6,99.2,2733,87,1948,77,10,0
